ID,First,Last,Team,Pos,JNo,Wgt,Ovr,Agl,Spd,OfA,DfA,ShP,ChK,H/F,StH,ShA,End,Rgh,Pas,Agr,Rank
4,Brian,Bradley,TB,F,19,172,71,4,3,4,3,4,3,Right,3,5,4,2,3,3,Good
5,Chris,Kontos,TB,F,16,204,68,3,3,4,3,3,3,Left,3,5,4,3,3,0,Average
6,Adam,Creighton,TB,F,10,220,49,3,2,3,2,2,3,Left,2,2,3,4,3,3,Bad
7,Marc,Bureau,TB,F,28,196,54,3,3,3,3,2,2,Right,3,2,3,3,2,4,Bad
8,Rob,DiMaio,TB,F,18,180,49,2,3,3,3,2,2,Right,2,2,3,2,2,3,Bad
9,Steve,Kasper,TB,F,11,180,55,3,3,1,3,2,4,Left,3,3,3,2,3,1,Bad
10,Jason,Lafreniere,TB,F,17,188,48,2,2,3,3,2,1,Right,2,4,2,2,1,2,Bad
11,Randy,Gilhen,TB,F,20,196,45,2,2,1,3,2,3,Left,2,1,3,5,2,1,Bad
12,Mikael,Andersson,TB,F,34,188,52,2,4,2,3,2,1,Left,3,2,4,5,3,0,Bad
13,Rob,Zamuner,TB,F,7,212,52,2,3,3,2,2,3,Left,3,2,3,3,2,2,Bad
14,Steve,Maltais,TB,F,37,220,46,2,2,2,3,2,3,Left,2,1,3,4,2,2,Bad
15,John,Tucker,TB,F,14,212,54,2,3,3,3,3,2,Right,3,2,3,2,3,3,Bad
16,Danton,Cole,TB,F,24,196,51,3,3,3,3,2,2,Right,2,2,3,4,2,1,Bad
17,Tim,Bergland,TB,F,21,204,44,2,2,1,3,2,2,Right,2,1,3,5,2,2,Bad
18,Stan,Drulia,TB,F,27,196,37,1,2,1,0,2,2,Right,1,2,0,5,1,2,Bad
19,Bob,Beers,TB,D,2,212,51,3,3,3,3,2,2,Right,2,2,3,3,2,3,Bad
20,Roman,Hamrlik,TB,D,44,196,48,3,2,2,3,3,2,Left,3,1,3,4,2,3,Bad
21,Shawn,Chambers,TB,D,22,212,47,2,2,3,3,2,2,Left,2,1,3,2,2,2,Bad
22,Marc,Bergevin,TB,D,25,188,45,2,2,2,2,3,3,Left,2,0,3,3,2,2,Bad
23,Joe,Reekie,TB,D,29,228,46,3,2,2,2,3,2,Left,3,0,3,2,2,3,Bad
24,Chris,Lipuma,TB,D,40,188,34,1,1,2,1,1,0,Left,1,0,1,1,1,4,Bad
25,Matt,Hervey,TB,D,26,212,36,1,1,2,1,1,2,Right,1,0,1,3,0,4,Bad
1,Felix,Potvin,TOR,G,29,188,79,4,4,6,6,4,0,Right,0,0,4,4,4,4,Great
2,Daren,Puppa,TOR,G,1,212,54,3,4,5,5,2,0,Left,0,0,2,2,3,3,Average
3,Rick,Wamsley,TOR,G,30,188,38,2,3,0,0,2,0,Right,0,0,2,2,2,2,Bad
4,Doug,Gilmour,TOR,F,93,172,89,5,4,5,5,4,4,Left,4,4,6,0,4,3,Great
5,John,Cullen,TOR,F,19,196,70,4,3,4,3,3,2,Right,4,4,4,1,4,3,Average
6,Mike,Krushelski,TOR,F,26,212,63,3,3,3,4,2,3,Left,3,4,4,3,2,2,Average
7,Peter,Zezel,TOR,F,25,212,64,3,3,3,3,3,4,Left,3,3,4,1,4,1,Average
8,Dave,McLlwain,TOR,F,7,196,52,3,2,2,3,1,3,Left,3,3,3,5,3,2,Bad
9,Dave,Andreychuk,TOR,F,14,228,72,3,3,4,4,4,4,Right,3,4,5,4,3,2,Good
10,Wendel,Clark,TOR,F,17,204,69,3,3,3,3,5,4,Left,4,3,4,3,4,4,Average
11,Mark,Osborne,TOR,F,21,212,48,2,2,2,4,2,3,Left,2,2,4,4,1,3,Bad
12,Bill,Berg,TOR,F,10,196,49,2,2,2,3,2,3,Left,2,3,4,5,2,3,Bad
13,Nikolai,Borshevsky,TOR,F,16,188,71,4,4,4,2,3,2,Left,4,4,4,2,4,1,Good
14,Glenn,Anderson,TOR,F,9,196,71,4,4,4,3,3,2,Left,4,3,4,1,4,3,Good
15,Rob,Pearson,TOR,F,12,188,48,2,2,3,3,1,1,Right,2,3,4,5,2,4,Bad
16,Mike,Foligno,TOR,F,71,204,54,2,2,2,3,2,5,Right,3,3,3,5,2,3,Bad
17,Ken,Baumgartnr,TOR,F,22,212,38,2,2,0,2,1,2,Left,1,0,2,3,2,4,Bad
18,Todd,Gill,TOR,D,23,188,56,3,3,3,3,2,4,Left,2,2,4,1,2,3,Bad
19,Dave,Ellett,TOR,D,4,212,72,4,4,3,4,5,4,Left,4,1,4,2,4,2,Good
20,Dimitri,Mironov,TOR,D,15,196,51,3,2,3,3,3,1,Left,3,2,3,1,3,2,Bad
21,Drake,Berehowsky,TOR,D,55,220,49,2,2,3,3,2,3,Right,2,2,3,0,2,3,Bad
22,Jamie,Macoun,TOR,D,34,204,60,3,3,2,4,4,4,Left,3,1,4,4,4,2,Average
23,Bob,Rouse,TOR,D,3,220,51,3,3,2,4,2,4,Right,2,0,4,4,2,3,Bad
24,Sylvain,Lefebvre,TOR,D,2,212,44,2,2,1,3,1,3,Left,2,0,4,4,3,3,Bad
25,Bob,McGill,TOR,D,8,204,44,2,2,0,2,3,3,Right,2,3,2,3,2,4,Bad
1,Kirk,McLean,VAN,G,1,204,68,4,4,4,4,4,0,Right,0,0,4,4,3,3,Good
2,Kay,Whitmore,VAN,G,35,180,50,2,3,5,5,2,0,Right,0,0,2,3,2,3,Average
3,Cliff,Ronning,VAN,F,7,180,76,5,5,4,3,2,2,Left,4,3,5,1,4,1,Good
4,Petr,Nedved,VAN,F,19,180,60,2,2,4,3,2,1,Left,3,6,4,2,3,3,Average
5,Anatoli,Semenov,VAN,F,20,196,61,3,3,3,4,3,2,Left,3,3,4,0,3,2,Average
6,Tom,Fergus,VAN,F,15,220,49,2,2,3,3,2,2,Left,2,3,3,0,2,2,Bad
7,Geoff,Courtnall,VAN,F,14,196,73,5,5,4,3,3,1,Left,4,3,3,2,4,4,Good
8,Murray,Craven,VAN,F,32,188,65,3,3,4,3,3,3,Left,3,4,3,0,3,1,Average
9,Greg,Adams,VAN,F,8,196,70,3,3,4,4,3,3,Left,3,5,4,1,3,1,Elite
10,Sergio,Momesso,VAN,F,27,228,61,4,3,3,3,3,4,Left,2,3,4,4,2,4,Average
11,Gino,Odjick,VAN,F,29,228,46,2,2,2,3,2,3,Left,2,1,3,3,2,6,Bad
12,Garry,Valk,VAN,F,23,196,48,2,2,2,3,2,3,Left,2,3,3,3,2,3,Bad
13,Pavel,Bure,VAN,F,10,180,90,5,6,5,4,4,2,Left,5,4,4,4,4,2,Elite
14,Trevor,Linden,VAN,F,16,212,78,4,4,4,4,4,3,Right,4,4,4,3,4,2,Good
15,Dixon,Ward,VAN,F,17,212,56,2,3,3,3,3,2,Right,2,5,3,1,2,3,Bad
16,Jim,Sandlak,VAN,F,25,228,47,1,2,3,3,3,2,Right,2,2,3,3,2,4,Bad
17,Tim,Hunter,VAN,F,26,212,45,2,2,1,2,2,3,Right,2,3,2,3,2,4,Bad
18,Jyrki,Lumme,VAN,D,21,196,64,4,3,3,4,2,3,Left,4,1,4,1,4,2,Average
19,Doug,Lidster,VAN,D,3,212,60,3,3,2,3,3,4,Right,4,1,4,1,4,2,Average
20,Adrien,Plavsic,VAN,D,6,196,49,2,2,3,3,2,3,Left,2,2,3,0,2,3,Bad
21,Jiri,Slegr,VAN,D,24,220,55,3,3,3,3,3,2,Left,3,1,4,1,3,4,Bad
22,Gerald,Diduck,VAN,D,4,220,56,3,3,2,3,4,4,Right,3,1,3,4,3,4,Bad
23,Dave,Babych,VAN,D,44,228,50,2,2,3,4,3,2,Left,3,0,4,2,3,3,Bad
24,Dana,Murzyn,VAN,D,5,212,51,2,3,2,3,4,4,Left,2,1,4,4,2,4,Bad
25,Robert,Dirk,VAN,D,22,228,47,2,2,1,3,2,3,Left,3,2,3,3,2,4,Bad
1,Don,Beaupre,WSH,G,33,172,51,3,4,3,3,3,0,Right,0,0,3,3,3,3,Average
2,Rick,Tabaracci,WSH,G,31,188,41,2,3,1,1,2,0,Right,0,0,3,3,2,2,Bad
3,Mike,Ridley,WSH,F,17,212,73,4,4,4,3,3,2,Left,4,4,4,0,4,2,Good
4,Dimitri,Khristich,WSH,F,8,196,75,3,3,4,3,4,3,Right,4,6,4,1,4,2,Good
5,Dale,Hunter,WSH,F,32,204,63,2,2,4,4,3,4,Left,2,4,4,0,4,4,Average
6,Michal,Pivonka,WSH,F,20,204,68,3,3,4,3,3,3,Left,4,3,4,0,4,3,Average
7,Steve,Konowlchuk,WSH,F,22,188,46,2,2,2,2,2,3,Left,2,2,2,2,2,2,Bad
8,Reggie,Savage,WSH,F,15,196,43,2,2,2,1,2,2,Left,2,2,1,3,2,2,Bad
9,Bob,Carpenter,WSH,F,11,196,62,4,4,3,3,3,2,Left,3,2,3,4,4,3,Average
10,Todd,Krygier,WSH,F,21,188,47,2,3,2,3,2,2,Left,2,2,3,5,1,2,Bad
11,Alan,May,WSH,F,16,212,48,2,2,2,3,3,3,Right,2,2,3,4,2,5,Bad
12,Peter,Bondra,WSH,F,12,188,78,4,6,4,3,3,2,Left,4,4,4,2,3,2,Good
13,Pat,Elynuik,WSH,F,19,188,61,3,3,3,3,3,2,Right,3,5,3,1,2,2,Average
14,Kelly,Miller,WSH,F,10,204,67,4,4,3,3,3,2,Left,4,3,3,2,4,1,Average
15,Keith,Jones,WSH,F,26,196,47,2,2,2,2,2,3,Right,2,3,2,2,3,4,Bad
16,Paul,MacDermid,WSH,F,23,212,51,2,2,2,3,2,4,Right,2,4,3,3,2,3,Bad
17,Kevin,Hatcher,WSH,D,4,236,72,3,3,4,4,5,4,Right,4,2,4,4,4,3,Good
18,Al,Iafrate,WSH,D,34,228,78,4,4,4,4,6,4,Left,4,2,4,4,4,4,Good
19,Sylvain,Cote,WSH,D,3,188,61,3,3,3,4,3,3,Right,3,2,4,4,3,2,Average
20,Calle,Johansson,WSH,D,6,212,66,4,3,3,4,4,3,Left,4,1,4,1,4,2,Average
21,Paul,Cavallini,WSH,D,14,220,53,3,3,2,3,3,3,Left,3,1,3,5,3,2,Bad
22,Shawn,Anderson,WSH,D,36,212,44,2,2,1,2,2,3,Left,2,1,2,3,3,1,Bad
23,Jason,Woolley,WSH,D,25,188,39,2,2,1,1,1,2,Left,2,0,1,2,1,2,Bad
24,Rod,Langway,WSH,D,5,228,43,3,2,0,2,2,3,Left,3,0,2,3,2,3,Bad
1,Bob,Essensa,WPG,G,35,164,74,4,4,5,5,4,0,Right,0,0,4,4,4,4,Great
2,Jim,Hrivnak,WPG,G,30,188,42,2,3,2,2,2,0,Right,0,0,2,2,2,2,Bad
3,Alexei,Zhamnov,WPG,F,10,196,78,5,3,4,3,3,3,Left,5,4,4,1,5,2,Good
4,Thomas,Steen,WPG,F,25,204,73,4,3,4,3,3,3,Left,4,4,4,0,5,3,Good
5,Luciano,Borsato,WPG,F,38,172,61,3,3,3,3,2,3,Right,3,4,3,2,3,2,Average
6,Mike,Eagles,WPG,F,36,196,58,3,3,2,4,2,5,Left,2,2,5,1,2,3,Bad
7,Stu,Barnes,WPG,F,14,180,51,2,3,3,3,2,2,Right,2,3,3,4,2,1,Bad
8,Darrin,Shannon,WPG,F,34,212,62,2,2,3,4,3,4,Left,3,4,4,0,3,3,Average
9,Keith,Tkachuk,WPG,F,7,212,55,3,2,3,3,4,3,Left,2,3,4,4,2,4,Bad
10,Kris,King,WPG,F,17,220,53,3,3,2,4,2,3,Left,2,2,4,3,2,4,Bad
11,Russ,Romaniuk,WPG,F,21,188,46,3,2,1,2,2,3,Left,2,3,2,5,2,2,Bad
12,Andy,Brickley,WPG,F,23,212,44,2,2,2,2,1,3,Left,2,0,2,0,3,0,Bad
13,Teemu,Selanne,WPG,F,13,188,90,5,6,5,3,4,3,Right,4,5,5,4,4,2,Elite
14,Evgeny,Davydov,WPG,F,11,188,64,4,4,3,3,4,1,Right,3,4,3,5,3,2,Average
15,John,Druce,WPG,F,15,212,49,2,2,3,3,2,3,Right,2,2,3,1,2,2,Bad
16,Bryan,Erickson,WPG,F,18,180,51,2,3,3,3,2,3,Right,2,2,3,1,2,1,Bad
17,Tie,Domi,WPG,F,20,212,49,2,2,2,3,2,3,Right,2,3,4,1,2,6,Bad
18,Phil,Housley,WPG,D,6,188,84,6,5,4,3,3,2,Left,6,2,4,0,6,2,Great
19,Teppo,Numminen,WPG,D,27,196,68,4,3,3,5,3,3,Right,4,2,4,1,3,2,Average
20,Fredrik,Olausson,WPG,D,4,212,64,4,3,4,3,4,1,Right,4,2,3,1,4,1,Average
21,Sergei,Bautin,WPG,D,3,188,58,3,3,2,4,3,4,Left,3,1,4,2,3,3,Bad
22,Igor,Ulanov,WPG,D,5,212,48,2,2,2,4,2,3,Left,2,1,4,0,2,4,Bad
23,Mike,Lalor,WPG,D,22,212,44,3,2,1,3,2,2,Left,2,0,4,5,2,3,Bad
24,Dean,Kennedy,WPG,D,26,212,44,2,2,1,3,2,3,Right,2,0,4,4,2,3,Bad
25,Randy,Carlyle,WPG,D,8,212,43,2,2,1,2,2,3,Left,2,1,2,5,2,2,Bad
